model_name,task,mode,label_mapping,accuracy,accuracy_ci_lower,accuracy_ci_upper,precision,precision_ci_lower,precision_ci_upper,recall,recall_ci_lower,recall_ci_upper,f1,f1_ci_lower,f1_ci_upper,auc,auc_ci_lower,auc_ci_upper,auprc,auprc_ci_lower,auprc_ci_upper,average_precision,average_precision_ci_lower,average_precision_ci_upper,specificity,specificity_ci_lower,specificity_ci_upper,ece,ece_ci_lower,ece_ci_upper,brier_score,brier_score_ci_lower,brier_score_ci_upper,p_value
icardio_vitl16_336px_e200,MR,linear_probe_val,"{""Mild"":0,""Moderate"":1,""Normal"":2,""Severe"":3,""Trace"":4}",0.4729613733905579,0.464839881148894,0.4806883459887752,0.3354195717804632,0.3224769761802472,0.3510249335220423,0.3348797116650981,0.3232765132871794,0.3483368738790875,0.3319948322666169,0.3197138191946014,0.345829159760934,0.7218769627215111,0.7128691586404587,0.7307996664827839,0.0,0.0,0.0,0.3283073983002945,0.3222804194496848,0.3392078194381672,0.8472828274635746,0.8449509720526671,0.8494511281110182,0.0117136085493881,0.0085088296399902,0.0208227932960355,0.6422099725236127,0.6372356211539217,0.6470102290841956,0.0
icardio_vitl16_336px_e200,MR,linear_probe_test,"{""Mild"":0,""Moderate"":1,""Normal"":2,""Severe"":3,""Trace"":4}",0.3988165680473373,0.3745562130177515,0.42248520710059173,0.48708098054225124,0.42302728811608536,0.5448241581678647,0.3539432339432339,0.33335019924172804,0.37475244085591014,0.34487956643092565,0.3194920515993877,0.36948151238508364,0.7201282812680099,0.7032009200247282,0.7361193569906146,0.0,0.0,0.0,0.4089431688278481,0.3868740823866275,0.43579008006150505,0.8438655321487435,0.838145644169569,0.8495081198915968,0.06665150092903678,0.04636512991547937,0.0920251051402656,0.7241936466681094,0.7087275337786926,0.7409409149323392,8.479783412005706e-93
